Order_ID,Service_Type,Courier_ID,Courier_Name,Hub_Origin,Store_Latitude,Store_Longitude,Destination_Address,Destination_City,Drop_Latitude,Drop_Longitude,Courier_Live_Lat,Courier_Live_Long,Order_Date,Order_Time,Pickup_Time,Weight_Kg,Dimensions_Cm,Special_Handling,Temperature_C,Weather,Traffic,Vehicle,Delivery_Status,SLA_Deadline,Delivery_Time_Minutes,SLA_Remaining_Minutes,SLA_Status,Category
100024000443,Regular,STR-JKT-013,Gilang Permana,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. Boulevard Barat Kelapa Gading, RT 07/RW 04",Depok,-6.376003,106.854092,-6.374929,106.839311,2026-09-19,18:10:00,18:38:00,0.7,24x15x27,Standard,N/A,Cerah,Sedang,Van,In_Transit,2026-09-20 18:38:00,1440,248,SAFE,Pakaian
100024000444,Cargo,STR-JKT-013,Gilang Permana,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Raya Darmo No. 55, RT 01/RW 08",Jakarta Utara,-6.182188,106.823661,-6.175022,106.829504,2026-09-18,13:28:00,14:05:00,225.4,75x72x74,Heavy_Cargo,N/A,Cerah,Padat,Van,Incident_Reported,2026-09-20 14:05:00,2880,-25,BREACHED,Otomotif & Mesin
100024000445,Dokumen,STR-JKT-014,Ilham Saputra,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Sudirman No. 45, RT 07/RW 08",Jakarta Barat,-6.213127,106.825453,-6.201366,106.799486,2026-09-18,15:26:00,16:21:00,0.21,35x25x2,Secure_Document_Pouch,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-20 16:21:00,2880,111,SAFE,Dokumen Penting
100024000446,Dokumen,STR-JKT-012,Wahyu Hidayat,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. Asia Afrika No. 80, RT 09/RW 06",Jakarta Pusat,-6.144794,106.835918,-6.160251,106.831967,2026-09-18,18:33:00,19:33:00,0.16,35x25x2,Secure_Document_Pouch,N/A,Cerah,Lancar,Motorcycle,Assigned,2026-09-20 19:33:00,2880,303,SAFE,Dokumen Penting
100024000447,Same Day,STR-JKT-002,Agus Prayitno,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. H.R. Rasuna Said No. 8, RT 01/RW 03",Jakarta Pusat,-6.11826,106.82929,-6.130341,106.829572,2026-09-20,17:13:00,17:38:00,3.7,29x20x15,Same_Day_Priority,N/A,Cerah,Macet Total,Motorcycle,In_Transit,2026-09-21 01:38:00,480,668,SAFE,Snack & Makanan Kering
100024000448,Next Day,STR-JKT-012,Wahyu Hidayat,HUB-TGR-BSD,-6.302143,106.652194,"Jl. Panjang No. 14, RT 08/RW 03",Tangerang Selatan,-6.359651,106.60728,-6.343296,106.621027,2026-09-20,09:42:00,10:29:00,4.3,34x14x24,Standard,N/A,Cerah,Lancar,Motorcycle,Assigned,2026-09-21 10:29:00,1440,1199,SAFE,Elektronik Kecil
100024000449,Frozen,STR-JKT-009,Aris Munandar,HUB-TGR-BSD,-6.302143,106.652194,"Jl. M.H. Thamrin No. 12, RT 01/RW 04",Tangerang Selatan,-6.360454,106.640041,-6.326997,106.64949,2026-09-21,01:29:00,02:13:00,4.8,38x27x17,Cold_Chain_-2_to_5C,0.6,Cerah,Padat,Van,In_Transit,2026-09-21 10:13:00,480,1183,SAFE,Daging & Seafood
100024000450,Same Day,STR-JKT-014,Ilham Saputra,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. BSD Raya Utama Blok A2, RT 07/RW 04",Depok,-6.352893,106.888732,-6.365843,106.860735,2026-09-20,09:00:00,09:17:00,1.9,30x13x18,Same_Day_Priority,N/A,Cerah,Macet Total,Motorcycle,In_Transit,2026-09-20 17:17:00,480,167,SAFE,Gadget & Aksesoris
100024000451,Frozen,STR-TGR-001,Rian Kusuma,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Boulevard Barat Kelapa Gading, RT 07/RW 08",Jakarta Timur,-6.174588,106.858731,-6.190237,106.878859,2026-09-20,06:11:00,06:51:00,5.4,28x20x17,Cold_Chain_-2_to_5C,-1.4,Gerimis,Macet Total,Motorcycle,In_Transit,2026-09-20 14:51:00,480,21,MEDIUM_RISK,Daging & Seafood
100024000452,Mini Cargo,STR-TGR-002,Surya Darma,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. Gatot Subroto Kav. 22, RT 07/RW 06",Depok,-6.320861,106.836183,-6.342122,106.836844,2026-09-19,00:36:00,01:13:00,20.6,47x47x45,Bulky_UMKM,N/A,Cerah,Lancar,Van,Delivered,2026-09-21 01:13:00,2880,643,SAFE,Tekstil & Garmen
100024000453,Next Day,STR-JKT-013,Gilang Permana,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. TB Simatupang No. 30, RT 06/RW 06",Jakarta Selatan,-6.217061,106.910453,-6.221787,106.871727,2026-09-19,13:59:00,14:14:00,1.6,36x23x18,Standard,N/A,Banjir,Padat,Van,Incident_Reported,2026-09-20 14:14:00,1440,-16,BREACHED,Mainan Anak
100024000454,Frozen,STR-JKT-004,Hendra Wijaya,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Kemang Raya No. 5, RT 07/RW 09",Jakarta Timur,-6.175417,106.903353,-6.186567,106.89617,2026-09-21,03:01:00,03:35:00,11.7,38x15x26,Cold_Chain_-2_to_5C,-1.7,Cerah,Lancar,Van,In_Transit,2026-09-21 11:35:00,480,1265,SAFE,Buah & Sayuran Segar
100024000455,Mini Cargo,STR-JKT-006,Fajar Ramadhan,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. Asia Afrika No. 80, RT 06/RW 02",Depok,-6.351993,106.826554,-6.364612,106.830275,2026-09-19,05:45:00,06:44:00,22.7,42x34x47,Bulky_UMKM,N/A,Cerah,Lancar,Van,In_Transit,2026-09-21 06:44:00,2880,974,SAFE,Sparepart Motor
100024000456,PHARMA,STR-JKT-009,Aris Munandar,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Margonda Raya No. 150, RT 02/RW 08",Jakarta Barat,-6.120161,106.812773,-6.173172,106.780176,2026-09-20,23:32:00,00:22:00,4.43,16x20x14,BPOM_Pharma,16.9,Gerimis,Lancar,Van,In_Transit,2026-09-21 12:22:00,720,1312,SAFE,Reagen Lab
100024000457,Regular,STR-JKT-011,Doni Kurniawan,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. BSD Raya Utama Blok A2, RT 01/RW 06",Depok,-6.309764,106.8118,-6.328549,106.820405,2026-09-19,08:07:00,08:24:00,4.8,40x23x17,Standard,N/A,Cerah,Padat,Motorcycle,In_Transit,2026-09-21 08:24:00,2880,1074,SAFE,Pakaian
100024000458,Regular,STR-JKT-002,Agus Prayitno,HUB-TGR-BSD,-6.302143,106.652194,"Jl. Raya Darmo No. 55, RT 07/RW 04",Tangerang Selatan,-6.254435,106.654849,-6.271328,106.651992,2026-09-18,04:00:00,04:26:00,12.1,33x23x14,Standard,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-21 04:26:00,4320,836,SAFE,Kecantikan
100024000459,Same Day,STR-JKT-012,Wahyu Hidayat,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. BSD Raya Utama Blok A2, RT 05/RW 09",Jakarta Timur,-6.202982,106.827846,-6.200422,106.844846,2026-09-20,06:04:00,06:55:00,0.6,33x14x10,Same_Day_Priority,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-20 14:55:00,480,25,MEDIUM_RISK,Pakaian
100024000460,Cargo,STR-JKT-015,Ahmad Fauzi,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Kebon Jeruk Raya No. 88, RT 05/RW 04",Jakarta Timur,-6.12654,106.90273,-6.149109,106.897891,2026-09-19,22:32:00,23:27:00,229.9,92x43x85,Heavy_Cargo,N/A,Berawan,Padat,Cargo_Truck,In_Transit,2026-09-20 23:27:00,1440,537,SAFE,Elektronik Besar
100024000461,Frozen,STR-JKT-003,Rizky Pratama,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Senopati No. 18, RT 02/RW 02",Jakarta Barat,-6.243982,106.829749,-6.204509,106.78262,2026-09-20,19:06:00,19:25:00,6.1,20x28x17,Cold_Chain_-2_to_5C,4.2,Gerimis,Lancar,Motorcycle,In_Transit,2026-09-21 03:25:00,480,775,SAFE,Minuman Dingin
100024000462,Same Day,STR-TGR-001,Rian Kusuma,HUB-TGR-BSD,-6.302143,106.652194,"Jl. Raya Darmo No. 55, RT 01/RW 02",Tangerang Selatan,-6.283446,106.645317,-6.298437,106.652809,2026-09-20,18:02:00,18:55:00,0.5,31x18x13,Same_Day_Priority,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-21 02:55:00,480,745,SAFE,Kosmetik
100024000463,Regular,STR-JKT-003,Rizky Pratama,HUB-BDG-BATUNUNGGAL,-6.953812,107.627419,"Jl. TB Simatupang No. 30, RT 04/RW 02",Bandung,-6.917277,107.587702,-6.936608,107.608494,2026-09-17,18:38:00,19:24:00,5.4,32x30x19,Standard,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-20 19:24:00,4320,294,SAFE,Kecantikan
100024000464,Frozen,STR-JKT-013,Gilang Permana,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. H.R. Rasuna Said No. 8, RT 05/RW 03",Jakarta Pusat,-6.222828,106.77203,-6.212505,106.785704,2026-09-20,23:07:00,23:44:00,9.1,30x18x27,Cold_Chain_-2_to_5C,-0.5,Cerah,Lancar,Van,In_Transit,2026-09-21 07:44:00,480,1034,SAFE,Minuman Dingin
100024000465,Instant,STR-JKT-003,Rizky Pratama,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Basuki Rahmat No. 40, RT 09/RW 06",Jakarta Barat,-6.196596,106.824464,-6.196807,106.814145,2026-09-20,16:24:00,16:59:00,1.9,12x16x16,Instant_Direct,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-20 18:59:00,120,269,SAFE,Obat Darurat
100024000466,Same Day,STR-BKS-001,Aditya Putra,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Gatot Subroto Kav. 22, RT 07/RW 05",Jakarta Selatan,-6.195236,106.815252,-6.210049,106.831791,2026-09-21,00:29:00,01:04:00,6.7,17x28x23,Same_Day_Priority,N/A,Cerah,Sedang,Motorcycle,Assigned,2026-09-21 09:04:00,480,1114,SAFE,Gadget & Aksesoris
100024000467,Regular,STR-JKT-001,Budi Santoso,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Senopati No. 18, RT 06/RW 07",Jakarta Selatan,-6.183206,106.855135,-6.190325,106.852909,2026-09-17,13:57:00,14:45:00,13.7,24x14x22,Standard,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-20 14:45:00,4320,15,MEDIUM_RISK,Pakaian
100024000468,Instant,STR-JKT-008,Bayu Nugroho,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Boulevard Barat Kelapa Gading, RT 07/RW 02",Jakarta Barat,-6.193727,106.81612,-6.192563,106.789189,2026-09-20,23:30:00,23:46:00,3.5,24x25x8,Instant_Direct,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-21 01:46:00,120,676,SAFE,Obat Darurat
100024000469,Mini Cargo,STR-JKT-004,Hendra Wijaya,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Kemang Raya No. 5, RT 06/RW 09",Jakarta Timur,-6.249499,106.859105,-6.229504,106.866269,2026-09-18,16:20:00,16:52:00,6.1,39x27x28,Bulky_UMKM,N/A,Cerah,Sedang,Van,In_Transit,2026-09-20 16:52:00,2880,142,SAFE,Bahan Makanan Kering UMKM
100024000470,PHARMA,STR-JKT-008,Bayu Nugroho,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. Margonda Raya No. 150, RT 08/RW 02",Surabaya,-7.270915,112.699869,-7.268039,112.715102,2026-09-19,22:57:00,23:17:00,2.94,30x13x11,BPOM_Pharma,21.9,Berawan,Sedang,Motorcycle,In_Transit,2026-09-20 23:17:00,1440,527,SAFE,Vaksin & Biologis
100024000471,Mini Cargo,STR-JKT-004,Hendra Wijaya,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. M.H. Thamrin No. 12, RT 04/RW 01",Jakarta Pusat,-6.165514,106.847265,-6.183806,106.826845,2026-09-19,06:03:00,07:03:00,15.9,56x43x44,Bulky_UMKM,N/A,Berawan,Lancar,Van,In_Transit,2026-09-21 07:03:00,2880,993,SAFE,Bahan Makanan Kering UMKM
100024000472,Regular,STR-JKT-012,Wahyu Hidayat,HUB-BDG-BATUNUNGGAL,-6.953812,107.627419,"Jl. Basuki Rahmat No. 40, RT 09/RW 04",Bandung,-7.00902,107.575627,-6.998206,107.58613,2026-09-18,21:08:00,21:29:00,14.3,33x30x13,Standard,N/A,Cerah,Lancar,Motorcycle,Assigned,2026-09-20 21:29:00,2880,419,SAFE,Elektronik
100024000473,Regular,STR-JKT-013,Gilang Permana,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. Ir. H. Djuanda No. 120, RT 02/RW 06",Depok,-6.416657,106.766716,-6.399998,106.79083,2026-09-17,19:34:00,20:13:00,1.1,23x21x13,Standard,N/A,Cerah,Lancar,Van,Assigned,2026-09-20 20:13:00,4320,343,SAFE,Pakaian
100024000474,Same Day,STR-BKS-001,Aditya Putra,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. H.R. Rasuna Said No. 8, RT 01/RW 04",Jakarta Utara,-6.181949,106.820149,-6.152746,106.849996,2026-09-20,14:05:00,14:34:00,2.2,17x27x13,Same_Day_Priority,N/A,Cerah,Padat,Motorcycle,Delivered,2026-09-20 22:34:00,480,484,SAFE,Snack & Makanan Kering
100024000475,Dokumen,STR-JKT-001,Budi Santoso,HUB-BKS-HARAPANINDAH,-6.180215,106.984211,"Jl. Kemang Raya No. 5, RT 03/RW 04",Bekasi,-6.195348,106.928394,-6.187982,106.945772,2026-09-19,00:07:00,00:54:00,0.23,35x25x2,Secure_Document_Pouch,N/A,Berawan,Lancar,Motorcycle,Delivered,2026-09-21 00:54:00,2880,624,SAFE,Dokumen Penting
100024000476,Instant,STR-JKT-003,Rizky Pratama,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Ahmad Yani No. 102, RT 08/RW 03",Jakarta Utara,-6.089113,106.89173,-6.124098,106.870501,2026-09-21,09:57:00,10:49:00,4.9,12x15x5,Instant_Direct,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-21 13:49:00,180,1399,SAFE,Obat Darurat
100024000477,Mini Cargo,STR-JKT-013,Gilang Permana,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. Asia Afrika No. 80, RT 09/RW 03",Depok,-6.427527,106.877364,-6.399817,106.859154,2026-09-18,17:46:00,18:17:00,19.7,53x36x37,Bulky_UMKM,N/A,Cerah,Padat,Van,In_Transit,2026-09-20 18:17:00,2880,227,SAFE,Bahan Makanan Kering UMKM
100024000478,Regular,STR-TGR-002,Surya Darma,HUB-TGR-BSD,-6.302143,106.652194,"Jl. Basuki Rahmat No. 40, RT 08/RW 02",Tangerang Selatan,-6.329984,106.628917,-6.315427,106.642456,2026-09-20,08:18:00,08:48:00,12.9,36x14x21,Standard,N/A,Berawan,Lancar,Van,In_Transit,2026-09-21 08:48:00,1440,1098,SAFE,Kecantikan
100024000479,Dokumen,STR-JKT-011,Doni Kurniawan,HUB-BKS-HARAPANINDAH,-6.180215,106.984211,"Jl. Panjang No. 14, RT 09/RW 08",Bekasi,-6.199896,107.018422,-6.183109,106.994817,2026-09-19,08:24:00,09:04:00,1.34,35x25x2,Secure_Document_Pouch,N/A,Cerah,Padat,Motorcycle,In_Transit,2026-09-21 09:04:00,2880,1114,SAFE,Dokumen Penting
100024000480,Frozen,STR-JKT-011,Doni Kurniawan,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Margonda Raya No. 150, RT 08/RW 06",Jakarta Utara,-6.165167,106.801173,-6.153135,106.833067,2026-09-20,07:03:00,07:22:00,8.3,36x24x20,Cold_Chain_-2_to_5C,1.3,Cerah,Sedang,Motorcycle,Assigned,2026-09-20 15:22:00,480,52,SAFE,Buah & Sayuran Segar
100024000481,Regular,STR-JKT-005,Eko Prasetyo,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Boulevard Barat Kelapa Gading, RT 01/RW 01",Jakarta Selatan,-6.265162,106.90089,-6.235013,106.863127,2026-09-18,14:04:00,14:56:00,14.3,37x18x14,Standard,N/A,Gerimis,Sedang,Motorcycle,Assigned,2026-09-20 14:56:00,2880,26,MEDIUM_RISK,Elektronik
100024000482,Same Day,STR-JKT-011,Doni Kurniawan,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. H.R. Rasuna Said No. 8, RT 05/RW 05",Jakarta Selatan,-6.229343,106.834973,-6.227463,106.840243,2026-09-20,12:18:00,12:59:00,5.7,19x16x18,Same_Day_Priority,N/A,Berawan,Sedang,Motorcycle,In_Transit,2026-09-20 20:59:00,480,389,SAFE,Kosmetik
100024000483,Same Day,STR-JKT-011,Doni Kurniawan,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Margonda Raya No. 150, RT 02/RW 03",Jakarta Barat,-6.217885,106.829738,-6.204827,106.799908,2026-09-20,17:02:00,17:46:00,3.5,28x24x23,Same_Day_Priority,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-21 01:46:00,480,676,SAFE,Gadget & Aksesoris
100024000484,Next Day,STR-JKT-005,Eko Prasetyo,HUB-BKS-HARAPANINDAH,-6.180215,106.984211,"Jl. Boulevard Barat Kelapa Gading, RT 03/RW 09",Bekasi,-6.237835,106.933893,-6.223715,106.945204,2026-09-20,00:47:00,01:05:00,4.3,15x24x26,Standard,N/A,Cerah,Padat,Motorcycle,In_Transit,2026-09-21 01:05:00,1440,635,SAFE,Buku
100024000485,Same Day,STR-TGR-001,Rian Kusuma,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. M.H. Thamrin No. 12, RT 02/RW 09",Jakarta Barat,-6.212824,106.713577,-6.197862,106.74901,2026-09-20,08:19:00,08:53:00,5.3,30x14x17,Same_Day_Priority,N/A,Berawan,Sedang,Motorcycle,In_Transit,2026-09-20 16:53:00,480,143,SAFE,Kosmetik
100024000486,Dokumen,STR-JKT-014,Ilham Saputra,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. H.R. Rasuna Said No. 8, RT 09/RW 02",Jakarta Selatan,-6.182802,106.872637,-6.215756,106.858271,2026-09-18,14:26:00,14:48:00,0.65,35x25x2,Secure_Document_Pouch,N/A,Cerah,Padat,Motorcycle,In_Transit,2026-09-20 14:48:00,2880,18,MEDIUM_RISK,Dokumen Penting
100024000487,Next Day,STR-JKT-009,Aris Munandar,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Basuki Rahmat No. 40, RT 02/RW 07",Jakarta Timur,-6.14938,106.931746,-6.168403,106.910478,2026-09-19,14:00:00,14:45:00,2.1,38x27x16,Standard,N/A,Cerah,Padat,Van,In_Transit,2026-09-20 14:45:00,1440,15,MEDIUM_RISK,Buku
100024000488,Dokumen,STR-BKS-001,Aditya Putra,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. Margonda Raya No. 150, RT 07/RW 03",Surabaya,-7.266397,112.775667,-7.264644,112.759784,2026-09-18,13:18:00,14:14:00,0.52,35x25x2,Secure_Document_Pouch,N/A,Cerah,Padat,Motorcycle,Incident_Reported,2026-09-20 14:14:00,2880,-16,BREACHED,Dokumen Penting
100024000489,Instant,STR-TGR-001,Rian Kusuma,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. Panjang No. 14, RT 01/RW 03",Depok,-6.436873,106.889702,-6.425793,106.881008,2026-09-21,04:31:00,05:15:00,2.1,12x15x9,Instant_Direct,N/A,Cerah,Padat,Motorcycle,Assigned,2026-09-21 08:15:00,180,1065,SAFE,Obat Darurat
100024000490,Cargo,STR-BKS-002,Bambang Sudrajat,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Raya Pajajaran No. 9, RT 07/RW 08",Jakarta Utara,-6.098577,106.887601,-6.109289,106.885121,2026-09-17,20:20:00,21:14:00,107.2,94x60x125,Heavy_Cargo,N/A,Berawan,Padat,Cargo_Truck,Assigned,2026-09-20 21:14:00,4320,404,SAFE,Otomotif & Mesin
100024000491,Regular,STR-TGR-001,Rian Kusuma,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Raya Pajajaran No. 9, RT 06/RW 04",Jakarta Selatan,-6.176304,106.807609,-6.217228,106.847548,2026-09-18,22:47:00,23:09:00,11.4,28x12x11,Standard,N/A,Cerah,Padat,Motorcycle,In_Transit,2026-09-20 23:09:00,2880,519,SAFE,Olahraga
100024000492,Cargo,STR-TGR-002,Surya Darma,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. Juanda No. 34, RT 07/RW 03",Depok,-6.335972,106.847629,-6.343073,106.842655,2026-09-19,09:52:00,10:40:00,150.0,68x54x75,Heavy_Cargo,N/A,Berawan,Lancar,Van,Assigned,2026-09-21 10:40:00,2880,1210,SAFE,Furnitur
100024000493,Regular,STR-DPK-001,Indra Gunawan,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. Sudirman No. 45, RT 06/RW 07",Surabaya,-7.332018,112.816566,-7.282689,112.764024,2026-09-18,16:55:00,17:32:00,3.1,21x28x25,Standard,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-20 17:32:00,2880,182,SAFE,Olahraga
100024000494,Next Day,STR-JKT-013,Gilang Permana,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. TB Simatupang No. 30, RT 09/RW 05",Jakarta Timur,-6.151995,106.875348,-6.167154,106.87929,2026-09-19,14:20:00,14:39:00,0.7,24x18x22,Standard,N/A,Berawan,Padat,Van,Incident_Reported,2026-09-20 14:39:00,1440,9,HIGH_RISK,Elektronik Kecil
100024000495,Regular,STR-JKT-011,Doni Kurniawan,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. BSD Raya Utama Blok A2, RT 01/RW 09",Jakarta Utara,-6.198003,106.875969,-6.180365,106.873303,2026-09-19,18:16:00,18:52:00,9.9,16x20x23,Standard,N/A,Berawan,Padat,Motorcycle,Delivered,2026-09-20 18:52:00,1440,262,SAFE,Perlengkapan Rumah
100024000496,Regular,STR-JKT-002,Agus Prayitno,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. Kebon Jeruk Raya No. 88, RT 08/RW 02",Jakarta Pusat,-6.181249,106.847069,-6.181608,106.842689,2026-09-20,09:29:00,10:19:00,5.4,17x23x29,Standard,N/A,Gerimis,Sedang,Motorcycle,In_Transit,2026-09-21 10:19:00,1440,1189,SAFE,Olahraga
100024000497,Regular,STR-JKT-001,Budi Santoso,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Kebon Jeruk Raya No. 88, RT 01/RW 01",Jakarta Selatan,-6.281019,106.854848,-6.243541,106.855043,2026-09-18,12:58:00,13:57:00,8.4,16x22x22,Standard,N/A,Gerimis,Macet Total,Motorcycle,In_Transit,2026-09-20 13:57:00,2880,-33,BREACHED,Elektronik
100024000498,Regular,STR-JKT-002,Agus Prayitno,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. M.H. Thamrin No. 12, RT 04/RW 04",Depok,-6.426322,106.848905,-6.415578,106.844442,2026-09-19,14:09:00,14:32:00,14.9,15x17x11,Standard,N/A,Berawan,Padat,Motorcycle,In_Transit,2026-09-20 14:32:00,1440,2,HIGH_RISK,Pakaian
100024000499,Same Day,STR-JKT-011,Doni Kurniawan,HUB-TGR-BSD,-6.302143,106.652194,"Jl. Raya Pajajaran No. 9, RT 02/RW 02",Tangerang Selatan,-6.32319,106.673923,-6.310144,106.659805,2026-09-20,05:50:00,06:40:00,6.3,22x24x19,Same_Day_Priority,N/A,Berawan,Padat,Motorcycle,In_Transit,2026-09-20 14:40:00,480,10,HIGH_RISK,Snack & Makanan Kering
100024000500,Instant,STR-JKT-008,Bayu Nugroho,HUB-BDG-BATUNUNGGAL,-6.953812,107.627419,"Jl. Margonda Raya No. 150, RT 08/RW 05",Bandung,-6.898795,107.602059,-6.927082,107.613084,2026-09-20,12:04:00,12:34:00,3.8,16x13x16,Instant_Direct,N/A,Hujan Deras,Padat,Motorcycle,In_Transit,2026-09-20 14:34:00,120,4,HIGH_RISK,Minuman Segar
100024000501,Instant,STR-JKT-012,Wahyu Hidayat,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. Pemuda No. 71, RT 02/RW 01",Depok,-6.309415,106.765695,-6.327574,106.783956,2026-09-21,08:56:00,09:53:00,2.0,11x17x11,Instant_Direct,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-21 11:53:00,120,1283,SAFE,Kebutuhan Pokok Cepat
100024000502,Regular,STR-TGR-002,Surya Darma,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Ahmad Yani No. 102, RT 05/RW 04",Jakarta Utara,-6.204089,106.902238,-6.188903,106.896624,2026-09-19,01:45:00,02:43:00,11.8,38x11x13,Standard,N/A,Berawan,Sedang,Van,In_Transit,2026-09-21 02:43:00,2880,733,SAFE,Olahraga
100024000503,Frozen,STR-JKT-009,Aris Munandar,HUB-BDG-BATUNUNGGAL,-6.953812,107.627419,"Jl. BSD Raya Utama Blok A2, RT 08/RW 04",Bandung,-6.958922,107.637583,-6.956498,107.630962,2026-09-20,05:54:00,06:32:00,1.5,27x24x25,Cold_Chain_-2_to_5C,2.1,Berawan,Padat,Van,In_Transit,2026-09-20 14:32:00,480,2,HIGH_RISK,Makanan Hewan
100024000504,Same Day,STR-DPK-001,Indra Gunawan,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. Juanda No. 34, RT 08/RW 01",Surabaya,-7.333685,112.725154,-7.305216,112.737714,2026-09-20,22:28:00,23:00:00,6.0,21x23x11,Same_Day_Priority,N/A,Cerah,Lancar,Motorcycle,Delivered,2026-09-21 07:00:00,480,990,SAFE,Pakaian
100024000505,Next Day,STR-JKT-002,Agus Prayitno,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Kebon Jeruk Raya No. 88, RT 03/RW 03",Jakarta Barat,-6.19785,106.736062,-6.196797,106.746171,2026-09-20,13:11:00,13:28:00,2.3,31x24x28,Standard,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-21 13:28:00,1440,1378,SAFE,Elektronik Kecil
100024000506,Regular,STR-JKT-009,Aris Munandar,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. M.H. Thamrin No. 12, RT 04/RW 06",Jakarta Utara,-6.071932,106.797676,-6.087039,106.815433,2026-09-17,13:58:00,14:40:00,3.3,33x21x23,Standard,N/A,Gerimis,Padat,Van,Incident_Reported,2026-09-20 14:40:00,4320,10,HIGH_RISK,Pakaian
100024000507,Regular,STR-JKT-001,Budi Santoso,HUB-TGR-BSD,-6.302143,106.652194,"Jl. Pemuda No. 71, RT 01/RW 03",Tangerang Selatan,-6.287168,106.632634,-6.287291,106.635157,2026-09-18,00:00:00,01:00:00,1.9,21x20x26,Standard,N/A,Gerimis,Padat,Motorcycle,In_Transit,2026-09-21 01:00:00,4320,630,SAFE,Olahraga
